epoch;cumulative_absolute_percentage_error_kerras_metric;loss;root_mean_squared_error;val_cumulative_absolute_percentage_error_kerras_metric;val_loss;val_root_mean_squared_error
0;0.1274069994688034;610482304.0;24707.939453125;0.10556726902723312;329899008.0;18163.12109375
1;0.09083041548728943;251198688.0;15849.2490234375;0.09864269942045212;282186688.0;16798.412109375
2;0.08953646570444107;247298032.0;15725.7119140625;0.10181475430727005;329236928.0;18144.88671875
3;0.08769228309392929;239645728.0;15480.4951171875;0.11865958571434021;467916704.0;21631.3828125
4;0.09048393368721008;264511440.0;16263.8076171875;0.10111907869577408;318553408.0;17848.064453125
5;0.08284533768892288;210686560.0;14515.0458984375;0.09146826714277267;256235504.0;16007.357421875
6;0.08237583935260773;209845104.0;14486.03125;0.09526904672384262;290582112.0;17046.46875
7;0.08272600919008255;214948512.0;14661.1220703125;0.09902384877204895;316660800.0;17794.96484375
8;0.08270097523927689;220824384.0;14860.1611328125;0.10166788846254349;325130752.0;18031.3828125
9;0.08033129572868347;208880448.0;14452.6962890625;0.08834736049175262;248396512.0;15760.599609375
10;0.07703643292188644;190557712.0;13804.2646484375;0.09370463341474533;246859632.0;15711.767578125
11;0.07769818603992462;193907920.0;13925.08203125;0.09070329368114471;258429648.0;16075.7470703125
12;0.07718821614980698;194576816.0;13949.0791015625;0.10510475188493729;371159840.0;19265.5078125
13;0.07757504284381866;197382400.0;14049.2841796875;0.08832012116909027;248993248.0;15779.51953125
14;0.07465238124132156;182465008.0;13507.9609375;0.09018585830926895;269833824.0;16426.619140625
15;0.07763603329658508;201719536.0;14202.7998046875;0.09306377172470093;269817024.0;16426.107421875
16;0.07625461369752884;188208704.0;13718.91796875;0.09107312560081482;260155376.0;16129.3330078125
17;0.07530411332845688;185636464.0;13624.8466796875;0.08655983209609985;240618752.0;15511.890625
18;0.07418081909418106;181516352.0;13472.80078125;0.08614616096019745;239928224.0;15489.6162109375
19;0.07277148216962814;176775712.0;13295.7021484375;0.0892164558172226;250826080.0;15837.4892578125
20;0.07381091266870499;181527152.0;13473.201171875;0.08875329792499542;253162848.0;15911.091796875
21;0.0723101869225502;174970192.0;13227.6298828125;0.08572743088006973;232766784.0;15256.6962890625
22;0.07327978312969208;176879280.0;13299.5966796875;0.08849557489156723;249557696.0;15797.3955078125
23;0.07204783707857132;171492752.0;13095.5244140625;0.09199191629886627;270808512.0;16456.259765625
24;0.07202316075563431;170467104.0;13056.3046875;0.0860593318939209;231884272.0;15227.74609375
25;0.07373778522014618;178861296.0;13373.9033203125;0.08940160274505615;261857152.0;16182.0009765625
26;0.07261480391025543;176799824.0;13296.609375;0.11189362406730652;426604608.0;20654.408203125
27;0.07297854870557785;178010720.0;13342.0654296875;0.09260891377925873;263086848.0;16219.9521484375
28;0.07181823253631592;171336752.0;13089.56640625;0.08723360300064087;235205104.0;15336.3974609375
29;0.07183720916509628;171483216.0;13095.16015625;0.0890558660030365;257573040.0;16049.08203125
30;0.07101757079362869;167843680.0;12955.44921875;0.08640510588884354;239717456.0;15482.8115234375
31;0.07161055505275726;170563552.0;13059.998046875;0.09101083874702454;250978128.0;15842.2890625
32;0.06974127888679504;159729424.0;12638.41015625;0.08965002000331879;262032384.0;16187.4140625
33;0.07017695158720016;164941488.0;12842.955078125;0.0846768170595169;234950528.0;15328.095703125
34;0.06993652880191803;162533360.0;12748.857421875;0.08220692723989487;226778544.0;15059.16796875
35;0.06986172497272491;165707584.0;12872.74609375;0.09860377758741379;319306720.0;17869.154296875
36;0.06987525522708893;161493152.0;12707.9951171875;0.08655163645744324;227324528.0;15077.28515625
37;0.0715131014585495;172260976.0;13124.822265625;0.09092124551534653;250327872.0;15821.7529296875
38;0.06937377154827118;159851408.0;12643.2353515625;0.07929404824972153;205645248.0;14340.3359375
39;0.0714515894651413;171838832.0;13108.7314453125;0.10889293253421783;383602112.0;19585.76171875
40;0.06950096786022186;159450288.0;12627.3623046875;0.08446450531482697;225740928.0;15024.6767578125
41;0.06863881647586823;156249904.0;12499.99609375;0.08420560508966446;230959984.0;15197.3671875
42;0.06995919346809387;165080224.0;12848.3544921875;0.0833243727684021;214968064.0;14661.7890625
43;0.06942802667617798;160299904.0;12660.9599609375;0.08038443326950073;218036496.0;14766.05859375
44;0.0691991075873375;160157136.0;12655.3203125;0.08383402973413467;228651680.0;15121.232421875
45;0.0683935210108757;156162080.0;12496.482421875;0.08262478560209274;226840736.0;15061.232421875
46;0.06759212166070938;153014752.0;12369.9130859375;0.0820939838886261;216030928.0;14697.990234375
47;0.06633792817592621;147786448.0;12156.7451171875;0.08215901255607605;215288016.0;14672.6962890625
48;0.06703172624111176;151067504.0;12290.9521484375;0.08832079917192459;258142304.0;16066.8076171875
49;0.07160086929798126;184333168.0;13576.935546875;0.08299481123685837;226692208.0;15056.30078125
50;0.0679505318403244;152854080.0;12363.4169921875;0.08040903508663177;210646016.0;14513.6494140625
51;0.06651224195957184;149574992.0;12230.0849609375;0.0888274610042572;252060528.0;15876.4140625
52;0.06672044843435287;149504384.0;12227.1982421875;0.0817241370677948;214692736.0;14652.396484375
53;0.06591346114873886;145187072.0;12049.359375;0.08145365118980408;215020656.0;14663.58203125
54;0.06625979393720627;147852032.0;12159.4423828125;0.08157018572092056;223004752.0;14933.34375
55;0.07039158791303635;169333936.0;13012.837890625;0.0829276293516159;223719968.0;14957.271484375
56;0.06589365005493164;144888192.0;12036.951171875;0.08257758617401123;225798320.0;15026.5869140625
57;0.06587498635053635;145793184.0;12074.484375;0.09098450839519501;272862784.0;16518.55859375
58;0.06779710203409195;153844192.0;12403.39453125;0.08498340100049973;230751248.0;15190.498046875
59;0.06611689180135727;147064480.0;12127.013671875;0.08441955596208572;225650880.0;15021.6796875
60;0.06659430265426636;148995424.0;12206.3681640625;0.08037789911031723;213117872.0;14598.5576171875
61;0.06549667567014694;143318688.0;11971.578125;0.10624152421951294;378953088.0;19466.716796875
62;0.06706131249666214;149978512.0;12246.5712890625;0.08076528459787369;210456448.0;14507.1171875
63;0.06502411514520645;141918544.0;11912.95703125;0.08267010748386383;224092752.0;14969.728515625
64;0.06553754955530167;142376048.0;11932.1435546875;0.08438149839639664;229099280.0;15136.025390625
65;0.06463873386383057;140503216.0;11853.4052734375;0.08907674252986908;258590704.0;16080.755859375
66;0.06701493263244629;150236048.0;12257.08203125;0.0808011069893837;210450704.0;14506.9189453125
67;0.06587925553321838;144844208.0;12035.1240234375;0.0817730501294136;213167408.0;14600.25390625
68;0.06512832641601562;142578576.0;11940.626953125;0.08740030974149704;239167184.0;15465.0302734375
69;0.06628818809986115;146907312.0;12120.5322265625;0.08021903038024902;207285184.0;14397.40234375
70;0.06553966552019119;144133664.0;12005.568359375;0.08043801784515381;202608832.0;14234.072265625
71;0.0659150779247284;145901312.0;12078.9619140625;0.07946737110614777;205325376.0;14329.1787109375
72;0.0644349679350853;141059872.0;11876.8623046875;0.08216976374387741;216176688.0;14702.9482421875
73;0.06489522010087967;140667808.0;11860.345703125;0.09889653325080872;319454848.0;17873.298828125
74;0.06462125480175018;140335488.0;11846.328125;0.08305030316114426;215709792.0;14687.0615234375
75;0.06347209960222244;134249504.0;11586.6083984375;0.08095001429319382;211424800.0;14540.4541015625
76;0.06266342103481293;130586560.0;11427.447265625;0.09126926213502884;270846400.0;16457.412109375
77;0.06335380673408508;134515936.0;11598.1005859375;0.0830010175704956;215962272.0;14695.654296875
78;0.06477934867143631;138633120.0;11774.2568359375;0.08262068778276443;218704352.0;14788.65625
79;0.06497272104024887;140298592.0;11844.7705078125;0.09110818058252335;270657632.0;16451.67578125
80;0.06327477097511292;132161768.0;11496.1630859375;0.07862044870853424;202735024.0;14238.5048828125
81;0.06281465291976929;131559368.0;11469.9326171875;0.07928728312253952;204640368.0;14305.2568359375
82;0.06568136811256409;145134576.0;12047.1806640625;0.08195633441209793;216917440.0;14728.1171875
83;0.06455905735492706;138062080.0;11749.982421875;0.07925033569335938;203576928.0;14268.0380859375
84;0.062814861536026;131309968.0;11459.0556640625;0.08063986152410507;209350288.0;14468.9423828125
85;0.06380672007799149;138553776.0;11770.88671875;0.08644869178533554;242491904.0;15572.1513671875
86;0.06365203112363815;136599200.0;11687.5654296875;0.09880941361188889;324633376.0;18017.583984375
87;0.06270106136798859;131485336.0;11466.705078125;0.07974615693092346;210536272.0;14509.8681640625
88;0.06101091951131821;123942008.0;11132.923828125;0.07854393869638443;199678144.0;14130.751953125
89;0.062314607203006744;131592224.0;11471.365234375;0.08551016449928284;224659776.0;14988.654296875
90;0.06300656497478485;133134640.0;11538.3984375;0.07997095584869385;207520560.0;14405.57421875
91;0.06221109256148338;129950632.0;11399.5888671875;0.08035917580127716;210387312.0;14504.734375
92;0.061606574803590775;127759144.0;11303.0595703125;0.08079768717288971;210234848.0;14499.4775390625
93;0.06335039436817169;132963192.0;11530.966796875;0.07861325889825821;200858480.0;14172.455078125
94;0.06195826455950737;128690544.0;11344.185546875;0.0832742229104042;228752368.0;15124.5615234375
95;0.062311526387929916;130406168.0;11419.5517578125;0.08169969916343689;216001872.0;14697.001953125
96;0.06185419484972954;129952856.0;11399.6865234375;0.0804101973772049;212450096.0;14575.66796875
97;0.06412827968597412;139929520.0;11829.1806640625;0.0822647288441658;224511824.0;14983.71875
98;0.06100840121507645;125097576.0;11184.7021484375;0.0800747349858284;208225008.0;14430.00390625
99;0.06177831068634987;128145600.0;11320.1416015625;0.07949835062026978;202226576.0;14220.638671875
100;0.06170407682657242;127391824.0;11286.798828125;0.0880558043718338;255076320.0;15971.1083984375
101;0.062011949717998505;129911216.0;11397.8603515625;0.08033382892608643;205355248.0;14330.2216796875
102;0.06091221794486046;124123320.0;11141.064453125;0.07810557633638382;202590240.0;14233.419921875
103;0.06322716921567917;137344304.0;11719.3984375;0.08040565252304077;205572288.0;14337.7919921875
104;0.06130209192633629;127188352.0;11277.78125;0.08146350085735321;218919936.0;14795.943359375
105;0.060988787561655045;125060288.0;11183.03515625;0.0800875872373581;207552560.0;14406.6845703125
106;0.06172255054116249;127739488.0;11302.189453125;0.07857655733823776;204441456.0;14298.3017578125
107;0.060995783656835556;126604384.0;11251.861328125;0.07881901413202286;200372416.0;14155.296875
108;0.06161782890558243;126653800.0;11254.056640625;0.08472885191440582;240184656.0;15497.8916015625
109;0.060898762196302414;125738816.0;11213.33203125;0.07642021775245667;195869888.0;13995.3515625
110;0.06162247061729431;130088408.0;11405.6298828125;0.08095564693212509;206062352.0;14354.8720703125
111;0.059859950095415115;120588776.0;10981.2919921875;0.08304416388273239;225537360.0;15017.9013671875
112;0.0600682757794857;121975416.0;11044.248046875;0.0894455686211586;263345968.0;16227.9375
113;0.06047547981142998;123789464.0;11126.0712890625;0.08246524631977081;221058064.0;14868.021484375
114;0.061093199998140335;127047176.0;11271.5205078125;0.08098641782999039;218109520.0;14768.53125
115;0.06073133647441864;125185136.0;11188.6162109375;0.07989611476659775;204033360.0;14284.0244140625
116;0.05984288081526756;120629944.0;10983.166015625;0.07866209745407104;197948416.0;14069.4140625
117;0.05939294770359993;118606896.0;10890.6787109375;0.07742448896169662;198041728.0;14072.7294921875
118;0.06051286309957504;122706864.0;11077.3125;0.08147469162940979;218571024.0;14784.1474609375
119;0.0600484199821949;122148936.0;11052.1005859375;0.07979174703359604;209776128.0;14483.650390625
120;0.06041909381747246;124181192.0;11143.6611328125;0.07770759612321854;203516096.0;14265.90625
121;0.06267739087343216;135774608.0;11652.236328125;0.09343715012073517;293794720.0;17140.44140625
122;0.061393458396196365;127452840.0;11289.5009765625;0.07947732508182526;204151952.0;14288.1748046875
123;0.05967976525425911;120040856.0;10956.3154296875;0.07996809482574463;211406432.0;14539.822265625
124;0.06005573272705078;121842808.0;11038.2431640625;0.07714244723320007;195013392.0;13964.7197265625
125;0.060701943933963776;124387672.0;11152.921875;0.08019190281629562;211638176.0;14547.7890625
126;0.059648673981428146;121060800.0;11002.7626953125;0.08376170694828033;232138032.0;15236.076171875
127;0.0603964701294899;122920168.0;11086.9365234375;0.08100860565900803;210014816.0;14491.8876953125
128;0.05957166478037834;120386952.0;10972.0986328125;0.07753574848175049;202294128.0;14223.013671875
129;0.06054438650608063;124440304.0;11155.28125;0.07706936448812485;195456016.0;13980.5576171875
130;0.05982999503612518;121715456.0;11032.47265625;0.0826290175318718;227568608.0;15085.376953125
131;0.0599864237010479;121541600.0;11024.5908203125;0.08000001311302185;209191136.0;14463.44140625
132;0.05996336042881012;120933984.0;10996.9990234375;0.07932940870523453;210658112.0;14514.06640625
133;0.05939524620771408;120052256.0;10956.8359375;0.08412651717662811;234681536.0;15319.318359375
134;0.059127870947122574;118915568.0;10904.841796875;0.07718205451965332;199321008.0;14118.109375
135;0.05929094925522804;119769312.0;10943.916015625;0.0801623985171318;207140400.0;14392.373046875
136;0.059941843152046204;121723856.0;11032.853515625;0.07742813974618912;198819808.0;14100.34765625
137;0.05883963406085968;117669712.0;10847.5673828125;0.08150903135538101;220111760.0;14836.1640625
138;0.05954749882221222;120420336.0;10973.6201171875;0.07805753499269485;204111728.0;14286.767578125
139;0.05962858721613884;120931464.0;10996.8837890625;0.08104492723941803;215642832.0;14684.7822265625
140;0.0581776425242424;115864520.0;10764.0380859375;0.08135148882865906;207610128.0;14408.6826171875
141;0.06083844602108002;124566096.0;11160.91796875;0.07812494784593582;205132800.0;14322.4580078125
142;0.05858795717358589;116233704.0;10781.173828125;0.08040659129619598;217974048.0;14763.9443359375
143;0.05950804427266121;120419968.0;10973.603515625;0.08080411702394485;215143968.0;14667.7861328125
144;0.059433713555336;120242104.0;10965.49609375;0.0796315148472786;210379824.0;14504.4755859375
145;0.05897121503949165;117708472.0;10849.353515625;0.07631585747003555;192229616.0;13864.689453125
146;0.058499451726675034;117020128.0;10817.583984375;0.08002464473247528;207834928.0;14416.48046875
147;0.0597388781607151;120485880.0;10976.60546875;0.08805646747350693;252381136.0;15886.5078125
148;0.059178221970796585;119237472.0;10919.5908203125;0.07720720767974854;195475696.0;13981.26171875
149;0.060834404081106186;125138168.0;11186.5166015625;0.07908715307712555;203420384.0;14262.5517578125
150;0.05922679975628853;118722728.0;10895.99609375;0.07762667536735535;203125552.0;14252.2119140625
151;0.059435609728097916;120658648.0;10984.47265625;0.08158919960260391;210836960.0;14520.2255859375
152;0.0588177815079689;117171304.0;10824.5693359375;0.08635067939758301;248289568.0;15757.20703125
153;0.05929361283779144;121060264.0;11002.73828125;0.08244748413562775;227299872.0;15076.4677734375
154;0.05890350416302681;118303824.0;10876.755859375;0.07987610995769501;205006480.0;14318.046875
155;0.0583672896027565;116562232.0;10796.3984375;0.0799332708120346;211081664.0;14528.6494140625
156;0.05859248340129852;116648744.0;10800.404296875;0.07780185341835022;202803264.0;14240.9013671875
157;0.059215351939201355;120717424.0;10987.1474609375;0.07767286151647568;198932224.0;14104.333984375
158;0.058798328042030334;119119656.0;10914.1953125;0.07747472822666168;197550336.0;14055.259765625
159;0.058386653661727905;116544632.0;10795.583984375;0.0803547203540802;209876336.0;14487.109375
160;0.0584976002573967;116595696.0;10797.9482421875;0.07466636598110199;190078432.0;13786.8935546875
161;0.05991652235388756;122107904.0;11050.244140625;0.07652471959590912;196091184.0;14003.255859375
162;0.058739494532346725;116595288.0;10797.9296875;0.083039291203022;218652496.0;14786.90234375
163;0.05863044038414955;115959976.0;10768.4716796875;0.07901805639266968;207944848.0;14420.29296875
164;0.05851294472813606;117463264.0;10838.046875;0.0848027914762497;240840544.0;15519.0380859375
165;0.05971429869532585;121401152.0;11018.21875;0.07946550846099854;211342400.0;14537.6201171875
166;0.05850519984960556;115781648.0;10760.1875;0.07835966348648071;200998192.0;14177.3828125
167;0.058368612080812454;116808096.0;10807.779296875;0.07994310557842255;213420256.0;14608.91015625
168;0.05842573940753937;116788000.0;10806.849609375;0.08586841076612473;238564288.0;15445.5263671875
169;0.05902408808469772;118751344.0;10897.30859375;0.0804465040564537;209122368.0;14461.0634765625
170;0.05861212685704231;117281704.0;10829.66796875;0.08112910389900208;215676048.0;14685.9130859375
171;0.05898372083902359;118428040.0;10882.46484375;0.07924510538578033;200919440.0;14174.60546875
172;0.05793917179107666;114168984.0;10684.98828125;0.084187351167202;230668960.0;15187.7900390625
173;0.058050185441970825;114843472.0;10716.5048828125;0.08798668533563614;252475584.0;15889.48046875
174;0.06252669543027878;135674912.0;11647.95703125;0.07809708267450333;201230144.0;14185.560546875
175;0.06081576645374298;128837352.0;11350.654296875;0.07781396806240082;202179440.0;14218.9814453125
176;0.05933649092912674;119930104.0;10951.259765625;0.07811371237039566;200703104.0;14166.97265625
177;0.059387609362602234;120103944.0;10959.1943359375;0.07962766289710999;206119152.0;14356.8505859375
178;0.05900288373231888;119563424.0;10934.505859375;0.08156323432922363;216148448.0;14701.9873046875
179;0.058097466826438904;115748016.0;10758.625;0.0794597715139389;204054928.0;14284.779296875
180;0.06018022075295448;123878432.0;11130.068359375;0.08255697041749954;221344960.0;14877.666015625
181;0.05888012796640396;117238368.0;10827.6669921875;0.07752059400081635;197817536.0;14064.76171875
182;0.058506861329078674;117248984.0;10828.1572265625;0.08272630721330643;226835744.0;15061.0673828125
183;0.05915781855583191;118686808.0;10894.34765625;0.07984533905982971;202774176.0;14239.8798828125
184;0.059040606021881104;118694336.0;10894.6923828125;0.0852840319275856;238713680.0;15450.3623046875
185;0.0598173551261425;122863112.0;11084.36328125;0.08118290454149246;204692464.0;14307.0771484375
186;0.05807936564087868;114570224.0;10703.748046875;0.07699383050203323;197818448.0;14064.7939453125
187;0.05788304656744003;113963328.0;10675.3603515625;0.07622774690389633;196857728.0;14030.599609375
188;0.05742360278964043;112761800.0;10618.935546875;0.07874816656112671;201653344.0;14200.4697265625
189;0.05781644210219383;114579296.0;10704.171875;0.08122259378433228;205807152.0;14345.98046875
190;0.058012042194604874;114899496.0;10719.1181640625;0.08258464932441711;223696800.0;14956.4970703125
191;0.05843522399663925;117280664.0;10829.6201171875;0.08220688998699188;222685056.0;14922.6357421875
192;0.05792189761996269;114938768.0;10720.9501953125;0.0788588598370552;202448144.0;14228.4267578125
193;0.05826662480831146;115294008.0;10737.5048828125;0.07703356444835663;195142816.0;13969.3525390625
194;0.058131735771894455;115181600.0;10732.26953125;0.07984236627817154;204588368.0;14303.4384765625
195;0.05815302953124046;115364992.0;10740.8095703125;0.07844221591949463;202683680.0;14236.7021484375
196;0.057907022535800934;114462104.0;10698.6962890625;0.07603023201227188;193149808.0;13897.833984375
197;0.05847081542015076;116260408.0;10782.412109375;0.07712417095899582;198667088.0;14094.931640625
198;0.0579233281314373;115322608.0;10738.8369140625;0.07883677631616592;198292496.0;14081.63671875
199;0.057990070432424545;115582056.0;10750.9091796875;0.07847464084625244;197071680.0;14038.2216796875
200;0.05858884006738663;117393744.0;10834.83984375;0.08960078656673431;263325744.0;16227.314453125
201;0.05844304710626602;115966048.0;10768.7529296875;0.08011003583669662;212788112.0;14587.2587890625
202;0.058754973113536835;127108904.0;11274.2578125;0.0814209133386612;218489232.0;14781.380859375
203;0.060006577521562576;123497144.0;11112.9267578125;0.08275460451841354;219456560.0;14814.06640625
204;0.05819569155573845;116039264.0;10772.15234375;0.07943526655435562;204014464.0;14283.36328125
205;0.05751820281147957;113802480.0;10667.82421875;0.07771813869476318;200511168.0;14160.1962890625
206;0.05935654044151306;119283288.0;10921.6884765625;0.07715483009815216;192973360.0;13891.484375
207;0.05822794884443283;115708704.0;10756.7978515625;0.08147129416465759;219552416.0;14817.30078125
208;0.0574941486120224;112335440.0;10598.8408203125;0.07626337558031082;192226112.0;13864.5634765625
209;0.0584515705704689;116328632.0;10785.5751953125;0.08225496858358383;220109744.0;14836.095703125
210;0.05796297639608383;113926568.0;10673.638671875;0.07817208021879196;201320416.0;14188.7421875
211;0.05805440619587898;114572560.0;10703.857421875;0.079639732837677;211000912.0;14525.8701171875
212;0.05801389738917351;115418480.0;10743.298828125;0.07839243859052658;201472176.0;14194.0888671875
213;0.0576523132622242;113528776.0;10654.98828125;0.0800996795296669;210751792.0;14517.29296875
214;0.05800513178110123;114013848.0;10677.7265625;0.07824968546628952;201536112.0;14196.3408203125
215;0.05794738605618477;114438944.0;10697.61328125;0.07792795449495316;203595264.0;14268.6806640625
216;0.0590469092130661;118678216.0;10893.953125;0.07965418696403503;210129664.0;14495.849609375
217;0.05765703320503235;113356176.0;10646.8857421875;0.07791385054588318;197161200.0;14041.41015625
218;0.05729817599058151;112367080.0;10600.333984375;0.07634541392326355;193248528.0;13901.3857421875
219;0.057571928948163986;113809208.0;10668.1396484375;0.07711565494537354;197441264.0;14051.37890625
220;0.057536035776138306;113159376.0;10637.6396484375;0.08254551142454147;223426416.0;14947.455078125
221;0.05745266377925873;112279696.0;10596.2109375;0.07810185849666595;203097200.0;14251.2177734375
222;0.05857384204864502;117192776.0;10825.5615234375;0.07649559527635574;194787152.0;13956.6171875
223;0.058302633464336395;116391528.0;10788.490234375;0.07801435142755508;196107344.0;14003.8330078125
224;0.057852353900671005;114711552.0;10710.34765625;0.07814019918441772;200589888.0;14162.9755859375
225;0.05693618208169937;109962344.0;10486.29296875;0.07763456553220749;201785328.0;14205.1162109375
226;0.05717931315302849;112469896.0;10605.1826171875;0.07683410495519638;195337504.0;13976.3193359375
227;0.05792992189526558;113523664.0;10654.748046875;0.07924120128154755;205163888.0;14323.54296875
228;0.05728226527571678;112357632.0;10599.8876953125;0.07870018482208252;199655552.0;14129.9521484375
229;0.057105064392089844;111039384.0;10537.5224609375;0.08711297065019608;246098128.0;15687.5146484375
